cardid,value,pmethod,sex,homeown,income,age,fruitveg,freshmeat,dairy,cannedveg,cannedmeat,frozenmeal,beer,wine,softdrink,fish,confectionery
83650,33.5584,CASH,F,YES,27000,22,0,0,0,0,0,0,0,0,0,1,0
14891,18.391,CASH,F,NO,27400,26,0,0,0,1,0,0,0,0,0,0,0
83523,45.8037,CASH,M,NO,17400,40,0,0,0,0,0,0,0,0,0,0,0
48896,30.4368,CASH,F,YES,17200,22,0,0,0,0,0,0,0,0,0,0,0
68438,23.4241,CASH,F,YES,21700,46,1,0,0,0,0,0,0,0,0,0,1
86681,15.0004,CHEQUE,F,NO,13500,50,0,0,0,0,0,0,0,0,0,0,0
66267,15.686,CASH,F,NO,27300,21,1,1,1,0,0,0,1,1,0,1,1
87975,27.82,CARD,F,NO,17900,26,0,0,1,0,0,0,0,0,0,1,0
39970,46.7406,CHEQUE,M,YES,13900,22,0,0,0,1,0,1,1,0,0,0,0
104111,27.4529,CARD,F,YES,12300,20,0,0,1,0,0,0,0,0,0,1,1
92209,30.904,CHEQUE,F,YES,22700,17,0,1,1,0,1,0,0,0,0,0,0
66711,41.407,CASH,F,NO,15400,48,0,0,1,0,0,0,0,0,0,0,0
102215,13.1647,CASH,M,YES,14400,47,0,0,0,1,0,1,1,0,0,0,0
34750,21.9036,CARD,F,NO,27800,48,1,0,0,1,1,0,1,0,0,0,0
62060,40.7025,CARD,M,YES,11100,42,0,0,0,1,0,1,1,0,0,0,0
25524,45.9486,CARD,M,NO,25900,36,0,0,0,1,1,1,0,0,0,0,0
45992,13.6452,CASH,F,YES,16500,49,0,0,0,0,0,0,0,0,0,0,0
47341,31.9765,CARD,M,NO,20300,16,1,0,0,0,0,1,0,0,0,1,1
67799,16.9724,CARD,F,NO,21300,16,1,0,0,0,0,1,0,0,0,1,1
47136,22.032,CASH,F,NO,24400,43,0,0,0,0,0,0,0,0,0,1,0
17375,12.7641,CHEQUE,M,YES,21800,22,0,0,0,0,1,0,0,0,0,0,0
40789,11.186,CASH,F,NO,12800,16,1,0,1,0,0,0,0,0,0,1,1
27673,37.5651,CASH,F,YES,29000,36,0,0,1,0,0,1,1,1,0,0,1
45375,39.4947,CARD,M,NO,25100,50,0,0,0,0,1,1,0,0,0,0,0
58341,32.8363,CASH,F,YES,12900,38,0,0,0,1,1,0,0,0,0,0,0
37523,27.6713,CARD,F,NO,25200,16,1,1,1,1,0,0,0,1,1,1,0
84042,18.1849,CASH,M,NO,14200,27,0,1,0,1,1,1,1,0,0,0,0
64561,23.6794,CASH,F,YES,28200,33,0,0,0,0,1,0,0,0,1,0,0
71078,10.8529,CARD,M,YES,23800,31,0,0,0,0,0,0,0,0,0,0,0
43044,29.8836,CASH,M,YES,21700,32,1,1,0,0,0,0,0,0,1,0,0
32369,21.9204,CHEQUE,M,YES,23500,21,0,0,0,1,0,0,0,0,0,0,1
31552,36.2776,CARD,M,YES,23700,17,1,0,1,0,0,0,0,0,0,0,1
41805,48.5787,CASH,M,NO,16300,25,0,0,0,1,0,1,1,0,0,1,1
46686,29.5925,CHEQUE,F,NO,17500,34,0,0,1,0,0,0,0,0,0,0,0
95896,37.2821,CARD,M,YES,29100,21,0,0,0,0,0,0,0,1,0,0,0
63829,29.8575,CARD,F,NO,13100,45,0,0,0,0,0,0,1,0,0,0,1
84180,10.4233,CHEQUE,M,YES,12800,47,0,0,0,1,0,1,1,0,0,0,0
91972,49.1579,CARD,F,NO,26700,18,1,0,0,0,0,1,0,1,0,1,1
40542,44.2289,CARD,F,NO,16300,42,0,0,0,0,0,0,0,0,0,0,0
44452,12.6097,CARD,F,NO,11900,30,1,0,0,0,1,0,1,0,0,0,0
87151,44.1181,CHEQUE,F,NO,21400,30,0,0,1,0,1,1,0,1,0,1,1
23501,10.225,CASH,M,YES,23000,49,0,0,0,0,0,0,0,1,1,1,1
25387,11.4154,CARD,F,YES,14900,36,0,0,0,0,0,0,0,0,0,0,0
96584,17.3355,CASH,M,YES,26600,39,1,0,0,0,0,0,0,0,1,0,0
15306,22.3248,CASH,M,NO,16500,41,0,0,0,1,1,1,1,0,0,0,0
93920,22.5392,CARD,M,YES,16100,18,0,1,0,1,0,1,1,1,0,0,0
103316,29.3125,CASH,M,YES,17900,46,0,1,0,0,0,0,0,0,0,0,1
17110,12.7214,CASH,M,YES,14700,45,0,0,0,1,1,1,1,0,0,0,0
71652,34.0689,CARD,M,YES,13300,29,0,0,1,1,0,1,1,0,0,0,0
67211,16.8537,CARD,F,NO,23600,43,0,0,0,0,0,0,0,0,0,0,0
88886,18.932,CARD,M,YES,15300,25,0,0,0,1,0,0,0,0,0,0,0
29224,40.9484,CARD,F,NO,24900,16,1,0,0,0,1,0,1,1,0,1,1
46005,30.8594,CARD,M,NO,26200,32,0,0,0,0,0,0,0,0,0,0,0
43111,43.4371,CASH,F,YES,11400,27,0,0,1,1,0,0,0,0,1,0,0
18126,34.7134,CARD,F,NO,14200,19,1,0,0,1,0,0,0,1,1,1,0
87101,23.0974,CHEQUE,M,NO,15000,23,1,0,0,0,1,1,0,0,0,1,1
102934,37.7352,CHEQUE,F,NO,29400,45,1,0,0,0,0,0,0,1,0,0,1
100328,30.4099,CHEQUE,M,YES,10700,36,0,1,0,1,0,1,1,0,0,1,0
94108,21.3634,CASH,M,NO,18500,42,0,0,1,0,0,0,0,1,1,0,0
47913,49.0675,CHEQUE,F,NO,28900,25,0,0,1,0,0,0,0,1,0,0,1
17809,39.6015,CARD,M,YES,27100,20,0,0,0,0,0,0,0,0,0,0,1
45019,47.2341,CARD,M,NO,19800,48,0,1,0,0,0,0,0,0,0,0,0
55552,41.6462,CARD,M,YES,19800,50,1,0,0,0,0,0,0,0,0,1,0
92883,18.8207,CARD,F,NO,24500,27,1,0,0,0,0,0,0,0,0,0,0
89649,26.9621,CHEQUE,F,NO,28200,24,1,0,0,0,0,0,0,0,0,1,1
38063,36.0742,CASH,F,NO,29400,16,1,0,0,0,0,0,0,1,0,1,1
11230,46.279,CASH,M,NO,24400,42,0,0,1,0,0,0,0,0,0,1,1
89302,20.4889,CARD,F,YES,12000,39,0,0,0,0,0,0,0,0,0,1,0
35707,16.5348,CASH,M,NO,25300,42,0,0,0,0,0,0,0,0,1,1,0
90264,10.4971,CARD,M,NO,24300,18,1,0,0,0,0,0,0,0,0,1,0
79875,10.0844,CHEQUE,F,NO,19800,39,0,1,0,0,0,0,0,0,0,0,0
74463,16.7073,CARD,F,YES,25400,36,0,0,0,1,0,1,0,0,1,0,0
56258,21.5804,CARD,F,NO,14500,48,1,0,0,0,0,0,0,1,1,0,0
81836,32.9521,CHEQUE,M,NO,11800,48,0,0,0,0,0,1,0,0,1,1,0
95026,13.4226,CASH,F,YES,13400,29,0,0,1,0,0,0,0,0,0,1,1
87482,40.101,CARD,F,YES,14200,38,1,0,0,0,1,1,0,1,0,0,0
20556,20.4104,CARD,M,NO,13900,18,1,0,0,0,0,0,1,0,0,1,0
68058,49.8863,CASH,F,NO,29000,22,1,0,1,0,0,0,0,1,0,1,1
23845,12.4227,CARD,F,YES,15400,47,0,0,1,0,0,0,1,0,0,0,0
39952,35.3369,CARD,M,NO,15900,37,0,0,0,1,0,1,1,0,1,0,0
33172,31.065,CARD,M,YES,19700,48,0,1,0,0,0,0,0,0,0,0,1
71254,17.1837,CHEQUE,F,YES,29400,45,0,1,0,0,0,1,0,0,0,0,0
36190,28.4132,CHEQUE,M,YES,15500,18,0,0,0,1,0,1,1,0,1,0,0
15099,11.2731,CARD,M,NO,15700,16,1,0,0,1,0,1,1,0,0,1,0
100256,11.9099,CHEQUE,M,NO,12800,33,0,0,0,1,0,1,1,1,0,0,0
51384,14.8697,CASH,F,NO,11200,47,0,0,0,0,0,0,0,0,0,1,0
54190,36.4736,CASH,F,YES,19300,24,0,0,0,0,0,0,0,0,0,0,0
84756,29.1981,CARD,M,YES,28300,32,0,0,0,0,0,0,0,0,0,1,1
28755,43.9948,CHEQUE,F,YES,11000,25,0,0,0,0,0,0,0,0,0,1,1
73480,13.9759,CHEQUE,M,NO,13500,41,0,0,0,1,0,1,1,0,0,0,1
86217,19.5378,CARD,M,YES,14300,43,0,0,0,1,0,1,1,0,0,0,0
91055,24.7818,CARD,F,YES,15200,23,0,0,1,0,0,0,0,0,1,0,0
80297,37.2746,CHEQUE,F,NO,19500,21,1,0,0,0,0,0,0,0,0,1,0
42381,46.0621,CASH,M,NO,13100,31,0,0,0,1,1,1,1,1,0,1,0
80954,13.9726,CASH,M,NO,14800,45,0,0,1,1,0,1,1,0,0,0,0
106531,11.6576,CASH,M,NO,24500,19,1,0,0,0,0,1,0,0,0,1,0
78030,34.6469,CARD,F,NO,22100,38,0,0,0,0,1,0,0,1,0,0,1
103139,18.7964,CASH,F,YES,24400,20,0,1,0,1,0,0,0,1,0,0,0
17939,15.8755,CASH,F,NO,16900,46,0,0,0,0,0,1,0,0,0,0,0
42056,44.8521,CARD,F,YES,13900,30,0,0,0,0,0,0,0,1,0,1,0
23419,15.6201,CASH,F,NO,21000,24,0,0,0,1,1,0,0,1,1,0,0
48783,24.61,CARD,M,NO,16500,50,1,0,0,1,0,1,1,0,0,0,0
98204,18.4421,CHEQUE,M,YES,12700,18,0,0,1,1,0,1,1,0,0,0,0
67063,40.0147,CARD,F,YES,23300,46,0,1,0,0,0,0,0,1,1,1,1
77335,47.8128,CASH,F,NO,29800,40,0,0,0,0,0,0,0,1,1,0,1
32594,20.9057,CARD,F,YES,26200,16,0,0,0,0,0,0,0,0,0,0,0
24493,20.8675,CARD,M,YES,28600,45,1,1,0,0,0,0,0,0,0,1,0
72248,10.8367,CASH,M,YES,17400,28,0,0,0,0,0,0,0,0,0,0,0
79039,12.4456,CARD,M,NO,25400,46,0,0,1,0,0,0,0,0,0,0,0
58803,11.2921,CHEQUE,M,NO,13500,39,0,1,0,1,0,1,1,0,0,0,1
87066,10.8645,CARD,M,YES,25400,23,0,0,1,0,0,0,0,0,0,1,0
60159,43.2178,CARD,M,NO,11600,47,0,0,0,1,0,1,1,0,0,0,0
15629,17.004,CASH,F,YES,27700,37,0,0,0,0,0,1,0,0,0,1,0
38608,42.7334,CARD,M,YES,24400,21,0,1,0,0,0,0,1,0,0,0,0
18143,43.5884,CASH,F,YES,15900,36,1,0,0,0,1,1,0,0,0,0,0
22316,29.7579,CASH,F,YES,18000,20,0,0,0,1,1,0,0,1,1,0,0
40743,25.3732,CARD,M,YES,19200,24,0,0,1,0,0,0,0,0,0,0,0
79305,18.6381,CHEQUE,F,NO,22200,31,0,0,0,0,1,0,0,1,0,0,0
83439,33.4975,CARD,F,YES,24300,43,0,0,0,0,1,0,0,1,0,1,1
16342,46.3814,CARD,M,NO,22700,29,0,0,0,0,0,0,0,0,0,0,0
75971,16.0295,CARD,M,YES,19800,44,1,0,1,0,0,0,0,0,0,0,0
31046,16.5846,CASH,F,YES,19700,25,1,0,0,1,1,1,1,0,0,1,0
13722,36.2168,CARD,M,NO,18100,19,1,1,1,0,0,0,1,0,0,1,0
93467,11.6818,CARD,F,NO,25200,27,0,0,0,0,0,0,0,0,0,0,0
40208,23.167,CASH,F,NO,28900,40,1,1,0,0,1,1,0,0,0,0,0
41132,18.4412,CHEQUE,F,NO,19900,42,0,0,0,1,0,0,0,0,0,0,1
64596,42.1336,CASH,M,YES,24500,28,0,1,1,0,0,0,1,0,0,1,0
46539,38.3992,CHEQUE,M,NO,20400,23,1,0,1,0,1,0,0,0,0,1,0
40690,28.6205,CASH,M,NO,24800,45,0,0,0,1,0,1,0,0,1,0,0
51916,24.7427,CASH,F,NO,14000,23,0,0,1,0,1,0,1,0,1,0,0
21814,22.3741,CARD,M,NO,12200,23,0,0,0,1,1,1,1,0,0,0,0
31011,39.5627,CARD,M,NO,27100,16,1,0,0,1,0,1,1,1,0,1,0
24210,30.4335,CARD,F,YES,18300,50,0,0,0,1,0,1,0,0,0,0,0
10902,26.7182,CARD,M,NO,25300,47,1,0,0,0,0,0,0,1,0,0,0
106649,25.8123,CARD,F,NO,13700,22,1,0,0,0,0,0,1,0,0,1,0
31033,41.5652,CARD,M,NO,17800,47,0,0,1,0,0,0,0,1,0,0,1
68006,11.4931,CARD,M,YES,27800,19,0,1,0,0,0,0,0,0,0,0,0
47638,25.666,CASH,M,YES,10200,41,0,0,0,1,0,1,1,0,0,0,0
18953,24.2569,CARD,F,NO,11000,17,1,0,0,0,1,0,0,0,0,1,1
21347,43.007,CHEQUE,F,YES,15900,24,0,0,0,0,1,1,0,0,0,0,1
38600,47.476,CARD,M,NO,22500,48,0,0,0,0,0,0,0,1,0,0,1
104830,21.4266,CASH,F,NO,13400,28,0,1,0,0,0,0,0,0,0,1,0
56452,20.8234,CHEQUE,M,NO,25700,48,1,1,0,0,1,0,0,0,0,0,1
18030,12.9942,CARD,F,YES,28400,29,1,0,0,0,1,0,0,0,0,0,0
72901,23.9797,CHEQUE,F,NO,13200,39,0,0,0,0,0,0,1,0,0,0,0
104554,19.0629,CASH,M,NO,10900,21,1,0,0,1,0,1,1,0,0,1,0
93162,46.8411,CARD,M,NO,20500,25,0,0,0,0,0,0,0,0,1,1,1
54313,30.6545,CASH,M,NO,27600,22,1,0,0,0,0,0,0,0,1,1,1
89485,18.3222,CASH,M,YES,25300,28,0,0,0,0,1,1,0,0,0,0,0
61309,22.5496,CHEQUE,M,YES,18100,44,0,0,0,0,1,0,0,1,0,0,0
73441,21.3574,CARD,F,NO,12800,20,1,0,0,0,1,0,0,0,0,1,0
10717,47.2705,CARD,M,NO,18900,23,1,1,0,0,0,0,0,0,0,1,0
27694,24.8952,CARD,M,YES,14700,41,0,0,1,1,1,1,1,0,1,0,0
69380,34.0379,CHEQUE,F,NO,21600,40,0,0,0,0,0,0,0,1,0,0,1
26885,33.1864,CASH,M,YES,13200,28,0,0,1,1,0,1,1,0,0,0,0
90730,29.5005,CASH,M,NO,14600,36,0,0,0,1,0,1,1,0,1,0,0
69110,11.8488,CASH,M,NO,14800,16,1,0,0,1,1,1,1,1,0,1,1
86612,29.7839,CARD,M,YES,24900,27,0,1,0,0,0,0,0,0,0,0,0
93353,36.8045,CARD,F,NO,22500,40,0,0,1,1,1,0,0,1,0,0,1
25311,47.5451,CARD,M,YES,29400,24,1,1,0,0,0,0,0,1,0,0,0
81487,20.0766,CHEQUE,M,NO,18500,25,0,0,1,0,0,1,1,0,0,0,0
18331,47.898,CARD,F,YES,27400,20,1,0,0,0,0,1,0,1,0,0,1
84148,49.1791,CHEQUE,F,NO,20900,22,1,0,0,0,0,0,1,1,0,1,1
83500,49.2505,CARD,M,YES,28300,21,0,0,0,1,1,0,0,0,0,1,1
29316,34.5206,CARD,M,NO,10800,39,0,0,0,1,0,1,1,0,1,0,0
82173,15.7511,CASH,F,NO,27800,22,1,0,0,0,1,0,1,0,0,1,0
62264,43.3344,CARD,M,YES,18200,26,0,0,0,0,0,0,0,0,0,0,1
14875,18.5153,CHEQUE,M,YES,29700,36,0,1,0,0,0,0,1,1,0,0,0
73594,13.0883,CHEQUE,F,NO,12100,41,0,0,1,0,0,0,0,0,0,0,0
79384,22.4563,CARD,F,NO,12600,45,0,0,0,0,0,0,0,0,0,1,0
63138,16.9606,CHEQUE,M,NO,17100,22,1,0,0,0,0,1,0,0,0,1,0
58144,28.8307,CARD,F,NO,29100,38,0,0,0,0,1,1,0,0,0,0,0
103446,25.3568,CARD,M,YES,17100,23,0,0,1,0,1,0,0,0,0,0,0
28994,11.2168,CASH,F,NO,18500,18,1,0,0,0,1,0,0,0,0,1,0
72298,41.0628,CASH,M,YES,17600,25,0,0,0,0,0,0,1,0,0,0,0
69884,18.91,CASH,M,YES,21800,30,0,0,0,0,0,0,0,0,1,0,1
68119,15.1803,CHEQUE,F,YES,12900,25,0,0,0,0,1,0,0,0,1,0,1
14692,40.8875,CARD,F,YES,14400,19,0,0,0,1,0,0,0,1,0,0,0
52530,28.0822,CASH,F,NO,18400,35,0,0,0,0,0,0,0,0,1,0,0
28803,41.9003,CHEQUE,M,YES,13200,38,0,0,0,1,0,1,1,0,0,1,0
86983,43.3446,CARD,F,NO,20200,17,1,1,0,0,1,0,0,1,0,1,1
72454,44.1263,CASH,F,YES,25900,27,0,0,0,0,0,0,1,1,0,0,1
50551,27.6473,CARD,F,NO,13500,27,1,0,1,1,0,1,0,0,1,0,0
92868,48.3546,CHEQUE,M,NO,25000,40,0,0,0,1,0,1,0,1,0,0,0
20991,37.5076,CARD,M,YES,10500,25,0,0,0,1,0,1,1,0,0,0,0
98352,46.0629,CARD,F,NO,13300,36,0,0,0,0,1,1,0,0,0,1,0
30239,42.3719,CARD,M,YES,16100,17,1,0,1,0,0,0,0,0,1,0,0
15882,20.7035,CASH,M,YES,14700,20,0,0,0,1,0,1,1,0,0,0,0
30989,25.9133,CARD,F,NO,19900,50,0,0,0,0,0,0,0,0,0,0,1
107499,12.3961,CASH,F,YES,24800,28,0,0,0,0,0,0,0,1,1,0,0
70336,45.3326,CASH,F,YES,12200,20,1,0,1,0,0,0,0,0,0,0,0
47598,42.9427,CARD,F,YES,23900,40,1,0,0,0,0,0,1,1,0,0,1
17590,30.1201,CARD,M,YES,17200,49,0,0,0,0,0,0,0,0,0,0,0
20260,13.1243,CHEQUE,M,YES,21300,21,0,0,0,1,0,0,0,0,0,0,1
50531,37.4002,CARD,F,YES,10700,36,1,1,1,0,0,0,0,0,0,0,0
42653,14.0502,CARD,M,YES,25300,49,0,0,0,0,0,0,0,0,1,0,0
94685,31.7561,CARD,M,YES,25600,29,0,1,1,0,0,0,0,0,0,0,0
11818,31.9051,CARD,F,YES,29200,48,0,1,0,0,0,0,0,0,0,0,0
25668,21.9571,CHEQUE,F,YES,13500,19,0,0,0,0,0,0,0,1,0,0,1
53959,40.8684,CASH,F,YES,16800,27,0,1,1,0,0,0,1,0,1,0,1
55992,17.2856,CASH,M,YES,25700,30,0,0,0,0,1,0,0,0,1,1,0
85081,38.2586,CARD,F,YES,20900,29,1,0,0,0,0,0,1,1,0,0,1
104800,13.2577,CARD,M,NO,26800,29,0,0,0,0,0,0,1,0,0,0,0
92125,15.7945,CARD,F,NO,22800,17,0,0,0,1,0,0,0,0,0,0,0
107314,42.9349,CASH,M,NO,15900,26,0,0,0,1,0,1,1,1,0,0,0
29192,21.2654,CASH,M,NO,21500,29,0,1,0,0,0,0,0,0,0,0,1
90933,26.2117,CARD,M,YES,29900,31,0,0,0,0,0,0,0,0,0,0,0
48749,18.471,CARD,F,YES,21100,30,0,0,0,0,0,0,0,0,0,1,0
49658,17.2076,CARD,M,YES,17600,40,0,1,0,1,0,0,0,0,1,0,1
20521,46.3,CASH,M,NO,28200,44,1,0,0,1,0,0,0,1,0,0,0
75663,20.8372,CARD,F,YES,23400,29,0,1,0,0,1,0,0,0,0,0,0
65425,23.0249,CARD,F,YES,14300,25,0,0,1,0,0,0,1,0,0,0,0
67133,36.6913,CHEQUE,M,NO,11800,39,0,0,0,1,0,1,0,1,0,0,1
62455,35.2522,CARD,F,YES,16800,43,0,0,0,0,0,0,0,0,0,1,0
100255,22.6799,CHEQUE,M,NO,23100,30,0,0,0,0,0,0,0,1,0,0,0
15590,44.0704,CASH,M,NO,20800,41,1,0,0,1,0,0,0,0,0,1,0
46278,34.0079,CARD,M,NO,23400,40,1,1,0,1,0,0,1,0,0,0,0
12582,25.6014,CASH,M,NO,19600,23,1,1,0,0,0,0,1,1,0,1,0
38723,17.159,CHEQUE,F,NO,28400,16,1,0,0,0,0,0,1,0,1,1,0
47251,46.4065,CARD,F,YES,29100,43,1,1,0,1,0,0,0,1,1,1,1
109798,15.133,CASH,M,YES,17300,33,0,0,0,0,0,1,0,0,0,0,0
59349,28.4931,CARD,M,YES,16200,18,1,0,0,1,0,1,1,0,1,0,0
17830,28.0198,CARD,F,NO,15100,47,1,0,0,0,1,0,1,0,0,1,0
69401,36.754,CASH,F,NO,22700,25,1,0,0,0,1,0,0,1,0,0,1
103708,26.061,CASH,F,YES,28000,29,0,0,0,0,0,0,0,1,0,1,0
27664,35.6361,CASH,F,YES,19500,26,1,0,1,0,1,1,0,0,1,1,0
102206,27.6682,CARD,F,NO,21700,41,1,0,0,1,0,0,0,0,0,0,0
51732,41.0697,CASH,M,YES,15300,33,0,1,0,1,0,1,1,0,0,0,0
28630,30.4989,CHEQUE,F,NO,15100,39,0,0,0,0,1,0,0,0,0,1,0
36857,46.1326,CASH,M,YES,19100,49,0,1,0,0,0,0,0,0,0,0,0
82419,19.7255,CHEQUE,F,YES,26200,31,0,1,0,1,0,0,1,0,0,0,0
103385,22.8296,CASH,M,NO,12500,16,1,1,0,1,0,1,1,0,0,1,0
87793,46.8845,CASH,F,NO,21700,40,0,0,0,0,0,1,0,1,0,1,1
94341,22.4622,CARD,M,NO,16300,17,0,0,0,1,0,1,1,1,0,0,0
19078,38.852,CASH,M,YES,20300,28,1,0,0,0,0,0,0,0,0,0,1
109376,43.1101,CASH,M,YES,16400,21,0,0,0,0,0,0,0,1,0,0,0
58235,48.1146,CASH,F,NO,23400,45,0,0,0,1,0,0,0,1,0,0,1
33233,24.774,CARD,M,YES,27200,28,0,1,0,0,0,0,0,1,0,0,0
83883,23.034,CARD,F,YES,17800,47,0,0,0,0,0,0,0,1,0,0,1
69718,43.3975,CARD,F,YES,29400,29,0,0,0,0,0,0,0,1,1,0,1
105829,27.0835,CHEQUE,F,YES,10900,23,0,1,0,0,0,1,0,0,0,0,0
39221,35.3104,CARD,M,NO,23100,43,0,1,0,0,1,0,0,0,0,0,0
98809,45.5905,CARD,F,NO,20700,19,1,0,0,0,0,1,1,1,0,1,1
14759,14.8671,CARD,M,YES,26600,24,0,0,1,1,0,0,0,0,1,0,0
40659,27.48,CARD,M,YES,15000,39,0,0,0,1,0,1,1,0,0,0,0
95915,17.3132,CASH,M,NO,11800,35,0,0,0,1,1,1,1,0,0,0,0
47421,28.7408,CASH,M,YES,17400,49,0,0,0,0,0,0,0,0,0,0,0
105601,40.7653,CARD,M,YES,16100,42,0,0,0,1,1,1,1,0,0,0,0
89209,24.1621,CHEQUE,M,YES,25400,19,0,0,0,0,0,0,0,1,0,0,0
69754,44.0797,CASH,M,YES,25900,24,0,0,1,0,0,0,0,0,1,0,0
17133,21.3284,CARD,M,YES,21700,22,1,0,0,0,0,1,0,1,1,0,0
11119,29.4205,CHEQUE,F,YES,12000,27,0,0,0,0,0,0,0,0,1,1,1
57615,46.7916,CARD,M,YES,19700,41,1,0,0,0,1,0,0,0,0,0,1
61270,31.9036,CARD,M,NO,28500,49,0,0,0,0,0,0,0,1,0,0,0
11220,23.6325,CARD,M,YES,11400,27,0,0,0,1,0,1,1,0,0,0,1
47645,35.6412,CASH,F,NO,13000,35,0,0,0,0,0,0,0,0,0,0,0
32444,24.2582,CASH,F,NO,28200,17,1,0,1,0,0,0,0,0,0,1,0
93037,19.1763,CASH,F,NO,29500,41,0,0,0,1,0,0,0,1,0,1,0
34809,32.7941,CASH,F,NO,11300,38,0,0,0,0,1,0,0,0,0,0,0
57582,24.6694,CASH,M,YES,29900,39,0,0,1,0,1,0,0,0,0,0,0
59184,12.4807,CASH,F,NO,14900,36,0,1,0,0,0,0,0,0,0,0,0
27682,18.2962,CHEQUE,F,YES,15500,47,0,0,0,0,0,0,1,0,0,1,1
56851,21.6406,CARD,M,NO,13400,29,0,0,0,1,0,1,1,0,0,0,0
12312,19.2175,CARD,F,YES,25600,34,0,1,0,0,0,1,0,0,1,0,0
53953,26.9729,CARD,F,NO,11100,48,1,1,0,0,0,0,0,0,1,0,0
81616,43.8689,CARD,F,YES,12700,21,1,0,0,1,1,0,0,0,0,0,1
37366,43.2528,CASH,M,NO,18800,19,1,0,1,0,1,0,0,0,0,1,0
97512,17.4561,CHEQUE,F,NO,12800,32,0,1,0,0,0,0,0,0,1,0,0
49769,20.058,CARD,M,YES,26300,19,0,1,0,0,0,0,0,0,0,0,0
47307,29.8812,CARD,F,NO,11400,45,0,0,0,0,0,0,0,0,0,0,0
25180,11.5295,CHEQUE,M,YES,29000,38,0,0,0,0,0,0,0,0,0,0,0
98023,26.3646,CARD,F,YES,20200,20,0,0,0,0,0,1,0,0,0,1,0
32669,49.8042,CASH,M,YES,15600,46,1,0,0,0,0,1,0,0,0,0,0
61255,49.5666,CASH,F,NO,28300,31,0,0,1,0,0,0,0,1,1,0,1
101414,26.828,CARD,F,NO,19000,38,0,0,0,0,0,0,0,1,0,0,0
24686,38.2775,CARD,F,NO,27800,28,0,0,1,0,0,0,1,1,0,1,1
37114,48.0396,CASH,M,NO,16200,37,0,0,0,1,0,1,1,0,0,1,1
94790,39.7012,CARD,M,NO,19800,31,0,0,0,0,1,0,0,0,0,1,0
105007,44.6825,CARD,F,NO,28300,45,0,0,1,0,0,0,0,1,0,0,1
38645,47.2099,CASH,F,YES,21900,20,1,0,0,0,1,0,1,1,0,1,1
37567,41.7778,CARD,M,NO,26400,46,0,1,1,0,0,1,0,0,0,0,0
62993,36.0895,CARD,F,YES,27800,45,0,0,1,0,0,0,0,0,0,0,0
12547,32.3073,CARD,M,YES,16800,35,0,0,0,1,1,1,1,0,0,0,0
106654,47.9564,CHEQUE,M,YES,19000,44,0,0,0,0,0,1,0,0,1,0,0
59389,39.5687,CARD,F,NO,14500,29,0,0,0,1,0,0,0,0,0,0,0
104327,26.223,CHEQUE,F,NO,28000,45,0,0,0,1,0,0,0,1,0,0,0
87250,39.0228,CARD,F,YES,11700,43,0,1,0,0,0,0,0,0,0,0,0
27371,38.7433,CHEQUE,F,NO,26400,25,0,0,0,0,0,1,0,0,0,1,0
91545,12.3519,CARD,M,YES,22800,45,0,0,1,0,0,0,0,0,0,0,0
71276,36.3388,CARD,F,NO,10300,45,0,0,0,1,0,1,1,0,0,0,0
109551,40.6114,CASH,M,YES,23500,35,0,0,0,0,0,0,1,1,0,0,0
50961,24.0284,CASH,F,YES,16600,16,0,0,0,0,0,0,1,0,0,0,0
72979,21.3607,CHEQUE,M,YES,23200,18,0,0,0,0,0,1,0,0,1,0,1
50104,25.603,CASH,M,NO,13800,23,1,0,0,0,0,0,1,0,0,1,0
13893,24.8043,CARD,F,YES,17200,19,0,1,0,1,1,1,0,0,0,1,0
12800,25.7388,CARD,F,YES,23000,49,1,0,0,0,0,0,0,0,0,0,0
89460,33.4191,CASH,M,YES,15300,16,1,0,0,1,0,1,1,0,0,0,1
63779,45.9019,CHEQUE,F,NO,11300,48,0,0,0,0,0,0,0,0,1,0,0
29483,29.1147,CHEQUE,M,YES,25400,16,1,0,0,0,0,0,0,0,0,0,0
83127,41.2905,CHEQUE,M,NO,21100,21,1,0,0,0,0,0,0,0,0,1,0
96371,40.2238,CASH,M,YES,21100,37,0,0,1,0,0,0,0,0,0,0,0
66886,10.6842,CASH,M,YES,25100,41,1,0,1,0,1,0,0,0,0,0,0
66940,43.9612,CARD,F,NO,22100,35,0,0,0,0,0,0,0,1,1,1,1
36191,46.4275,CHEQUE,F,NO,11400,24,1,0,1,0,0,1,1,0,0,1,0
29625,18.3863,CASH,M,YES,20300,43,0,0,0,0,0,0,0,0,0,0,0
93393,35.4566,CASH,M,NO,27100,37,1,1,0,0,0,0,1,0,0,0,0
60890,44.6318,CARD,M,NO,15800,28,0,1,0,1,0,1,1,0,1,1,1
18464,20.9389,CARD,M,YES,24300,22,0,0,0,1,0,0,0,0,0,0,0
75130,39.1493,CHEQUE,F,YES,10500,33,1,0,0,0,0,0,1,0,0,0,0
64281,17.718,CARD,M,NO,11000,47,1,0,1,1,0,1,1,1,0,1,0
84937,24.8076,CHEQUE,F,NO,25500,43,1,0,0,0,0,0,1,0,0,0,0
58388,18.7703,CHEQUE,M,NO,23800,39,0,0,0,0,1,0,1,0,1,0,0
